	thread	tid	sent	ManualLabel	codes	stakeholder	signal	intent	action	LEN	LEN.1
1090	1522143	1522143:47	( if you have a masters in math ) This book gets to the point, I had a cipher working in 5-6 hours.	p	['Others']					101	127
1132	49226	49226:40	The example is at : URL_http://forums.sun.com/thread.jspa?messageID=4164916 [ URL_http://forums.sun.com/thread.jspa?messageID=4164916 ] .	o	['Others']					139	125
2036	20639844	20639844:39	 Implementing this does not involve using any third party social authentication services such as Google or Facebook.	p	['Others']					120	88
2746	2994304	2994304:8	 AWT: Speed: use of native peers speeds component performance.	o	['Performance']					64	66
4231	2971315	2971315:45	 Alternatives:** Just as a note, if you are doing really CODETERM24 building and manipulation, there is a much more performance oriented alternative called URL_http://ahmadsoft.org/ropes/ [Ropes] .	p	['Usability']					199	21
738	3775694	3775694:18	Since you iterrate through the list in the same way it will try to delete the top most folder before deleting its subfolders, this will fail.	n	['OnlySentiment']					143	152
3641	309424	309424:136	I would hazard a guess that any performance loss would be small, or could be handled by every once in a while logging them to a file and destroying the old String obj's.	p	['Usability']					171	41
1223	992019	992019:71	@Astron Sorry, I don't really understand your question.	o	['Others']					57	120
2038	20639844	20639844:41	Glad it was able to get you started.	p	['Others']					38	88
4121	1802915	1802915:6	Because such a constructor does not exist, and you cannot extend from String, you have either to create a wrapper class or a method to do this for you.	o	['Usability']					153	24
686	1109307	1109307:30	You could fairly easily use this to serve your file, using URLConnection to obtain it.	p	['OnlySentiment']					88	156
2378	7358775	7358775:67	I wasn't aware that SWT was based on a combination of AWT and Swing.	o	['Others']					72	77
1957	408820	408820:83	So components like JButton,JTextArea, etc., are lightweight because they do not have an OS peer.	p	['Others']					98	91
3863	660609	660609:9	what's wrong with you, Stackoverflow?	n	['Usability']					39	34
126	5059224	5059224:42	Nikita's point is an excellent one: don't confuse mature with bad.	p	['Bug']					68	274
1414	4991084	4991084:6	It's hard to just 'get it'.	n	['Others']					29	111
4388	309424	309424:96	This solution uses multibyte characters.	o	[u'Documentation']					42	10
1532	268129	268129:14	But this led to several new problems: 1) Security manager denies access to RMI classloader, so the client failed once we tried to invoke methods on the JNDI resource.	n	['Others']					168	106
3783	312552	312552:36	So SQL Formatter is not an option for me.	o	['Usability']					43	37
3023	338586	338586:12	I'm using Jackson Json on an android app, which is incredibly fast, and come a very long way since this question was asked/answered.	p	['Security']					135	58
551	5415111	5415111:37	HttpClient has to deal with several dozen customization parameters and context specific strategies and objects.	o	['Documentation']					113	169
1881	408820	408820:7	Swing is a more-or-less pure-Java GUI.	o	['Others']					40	93
3951	462566	462566:27	The former is for funneling to your desired logging framework (log4j, logback, etc), the latter is to replace the used logging framework.	o	['Usability']					139	31
2418	7358775	7358775:107	[development-has- picked-up-again] .	p	['Others']					38	75
2310	221442	221442:64	There are few interesting and useful URL_http://wintermuteblog.blogspot.com/2010/01/wadl-toolbox.html [WADL-tools] mentioned on wintermute.	o	['Others']					141	79
840	2356137	2356137:78	And it's all.	o	['OnlySentiment']					15	143
480	1728020	1728020:24	You then say Those connections stay open until they time out or you send the client a message.	o	['Documentation']					97	179
4099	354837	354837:87	That is what commons logging does so why reinvent the wheel?	o	['Usability']					62	25
3674	309424	309424:169	How about: CODESNIPPET_JAVA1 .	o	['Usability']					32	40
1462	4991084	4991084:54	It was though, like I read somewhere, sort of something that you set up once near the beginning of the develoepment of the app, and then pray for it to keep working till the end, because if you have to go fix it you'll probably have forgotten most of the stuff you had to parameter.	n	['Others']					284	108
1467	4991084	4991084:59	And while the doc is quite good for the general use cases and even some customization, it did not go deep enough to cover my needs.	n	['Others']					133	108
747	3775694	3775694:27	And so you try to delete the folder before it is empty.	o	['OnlySentiment']					57	152
4026	354837	354837:14	 Java logging because you don't want to add in an extra jar.	o	['Usability']					62	28
2881	483379	483379:58	It would be nice to know what settings and things in the last comment.	p	['Performance']					74	62
1077	1522143	1522143:34	Also: bouncycastle doesn't require you to run inside that security sandbox stuff (which is mostly for applets - remember them?	o	['Others']					128	128
3439	267306	267306:43	Given the small number of connections involved, java.net sounds like the right solution.	o	['Usability']					90	46
3253	1688099	1688099:56	Example: JSONObject#getNames(JSONObject) returns null instead of an empty List or array if no names are available.	n	['Usability']					116	52
780	2356137	2356137:18	Yes, just pipe it from the FileInputStream to the FilOutputStream using only a suitably sized byte buffer array.	o	['OnlySentiment']					114	148
1726	3232842	3232842:4	It is not bloated.	p	['Others']					20	99
3755	312552	312552:8	The replacement is org.hibernate.jdbc.util.BasicFormatterImpl: CODESNIPPET_JAVA1 .	o	['Usability']					84	37
2966	1229273	1229273:7	A number of things from my own experience: 1.	o	['Security', 'Usability']					47	60
2087	4706995	4706995:19	Even if it doesn't do exactly what you need, it might provide some good examples to look at.	n	['Others']					94	86
2854	483379	483379:31	The info needed for them to do anything was: JRA recordings, MissionControl MemLeak screenshots, garbage collection logs and any dump files from the jvm.	o	['Performance']					155	63
1721	3451935	3451935:107	edit to remove the SHOUTY CAPS.	p	['Others']					33	99
1787	5802639	5802639:38	PlayOrm is another solution which is JPA-like but with noSQL specific features like you can do @NoSqlEmbedded on a List of Strings and it is embedded in that row leading to a table where each row is a different length than the other rows...this is a noSql common pattern which is why NoSql ORM's need a slight break from JPA.	o	['Others']					327	96
1897	408820	408820:23	Some will say it took far too long to get to this point, but most will say that it is well worth it.	p	['Others']					102	92
725	3775694	3775694:5	Please help me if i am missing something in the code??..	o	['OnlySentiment']					58	153
397	922779	922779:70	2.	o	['Documentation']		explain suggestion			4	192
80	2129375	2129375:54	@Shayan So what?	o	['Bug']					18	309
1692	3451935	3451935:78	@ericflo - Can you elaborate a bit more please?	p	['Others']					49	100
9	15936368	15936368:12	It might be that the XPath term in your Binding is not finding the required element.	n	['Bug', 'Usability']					86	538
3444	267306	267306:48	ASN.1).	p	['Usability']					9	46
2371	7358775	7358775:60	AWT's major failing is it's lack of components & functionality.	n	['Others']					65	77
3563	309424	309424:58	Why not just use a reader?	o	['Usability']					28	43
438	395401	395401:33	System.out.println(Collection c) already print any type of collection in readable format.	o	['Documentation']					91	186
2812	2994304	2994304:74	Have a look at Webstart for deploying your application.	p	['Performance']	User-helper	clarification			57	64
3665	309424	309424:160	just as a side note, the original readFully method I have in my code does not return String, it returns byte[] for a more general purpose functionality.	o	['Usability']					154	40
347	922779	922779:20	 I ended up writing three classes: (1) TurnOnDebuggerException, a plain 'ol Java exception, (2) DebuggerPoller, a background thread the checks for the existence of a specified file on the filesystem, and (3) DebuggerMainWrapper, a class that kicks off the polling thread and then reflectively calls the main method of another specified class.	o	['Documentation', 'Performance']					344	201
2743	2994304	2994304:5	Related: URL_http://stackoverflow.com/questions/408820/what-is-the-difference - between-swing-and-awt.	o	['Performance']					104	66
1728	3232842	3232842:6	Works with Spring way of doing things, or is at least easy to make it work with Spring 3.	o	['Others']		clarification			91	99
1239	992019	992019:87	But every message you send after that should include the unique IV that was used to encrypt that message (and that message.	n	['Others']					125	119
4250	2971315	2971315:64	Do you mean, for concatenation?	o	['Usability']					33	20
4171	1802915	1802915:56	Try this Using the substring(int start, int end); method CODESNIPPET_JAVA1 .	o	['Usability']					78	21
4405	309424	309424:113	@coolcfan - I do agree with you on that point.	n	[u'Others']					48	9
1526	268129	268129:8	This is due to problems with invalidation of Hibernate's 2nd level cache when running several client applications working with the same datasource.	n	['Others']					149	106
2770	2994304	2994304:32	I wouldn't recommend AWT, it gets very little love these days (other than the bits that are needed for Swing).	p	['Performance']					112	65
1785	5802639	5802639:36	Have a look at Kundera.	o	['Others']					25	96
2763	2994304	2994304:25	 URL_http://edn.embarcadero.com/article/26970 [More-Reading.	o	['Performance']					62	65
3274	1688099	1688099:77	Its very handy.	o	['Usability']					17	51
3351	5536458	5536458:4	and then I need to things like search/validate/create/read.	o	['Usability']					61	49
1301	992019	992019:149	A workaround for lack of AES-256 support is to take some freely available implementation of AES-256, and use it as a custom provider.	o	['Others']					135	116
1437	4991084	4991084:29	For more on Shiro's Spring integration: URL_http://shiro.apache.org/spring.html [ URL_http://shiro.apache.org/spring.html ] .	o	['Others']					127	110
2872	483379	483379:49	That's what the contents is.	o	['Performance']					30	62
86	5059224	5059224:2	I'm searching the java library for parsing XML (complex configuration and data files), I googled a bit but couldn't found other than dom4j (Seems like they are working on V2)..	n	['Bug']					178	302
3600	309424	309424:95	is there a chance to broke multi-bytes character in this solution?	o	['Usability']					68	42
1623	3451935	3451935:9	2.	p	['Others']					4	102
1877	408820	408820:3	Are there any cases where awt is more useful/ advised to use then swing or vice-versa?	o	['Others']					88	93
2112	8938752	8938752:10	So I'd call it the pioneer, not Restlet.	o	['Others']					42	85
1286	992019	992019:134	It's downloadable for URL_http://www.oracle.co m/technetwork/java/javase/downloads/jce-6-download-429243.html [Java-6] and UR L_ URL_http://www.oracle.com/technetwork/java/javase/downloads/jce-7-download-43212 4.html [Java-7] .	o	['Others']					229	117
4074	354837	354837:62	 Log4J and SLF4J were developed by the same person, learning from issues found in practice with Log4J.	o	['Usability']					104	26
1338	5571519	5571519:5	 How hard is to build this tool?	o	['Others']					34	115
1426	4991084	4991084:18	For example, consider the Spring XML config example in another post in this thread.	o	['Others']					85	111
3047	338586	338586:36	This is the solution I went with in the end, and months later I'm very happy with my decision.	n	['Security']					96	57
513	1728020	1728020:57	In all cases problems like terminated or unanswered calls are just lead to the next poll.	o	['Documentation']					91	174
4182	3581741	3581741:10	I had a similar problem when I required a specific position/index, and LINQ Saved the day actually, I just wish I remembered where I put that blasted code.	n	['Usability']					157	21
4252	2971315	2971315:66	For instance to send a message: String CODESNIPPET_JAVA1 .	o	['Usability']					60	20
2574	26458	26458:10	@Rothschilde should be refunded.	o	['Others']					34	71
2420	7358775	7358775:109	For example, the table views do support filtering and sorting but you still have to configure this.	o	['Others']		suggestion			101	75
4305	309424	309424:13	@Adam: It really depends on what kind of Stream you're working with.	o	['Usability']					70	17
3516	309424	309424:11	Yeah, it really shouldn't require so much boilerplate to do something as simple as read strings from a stream.	n	['Usability']					112	44
37	2129375	2129375:11	Check out URL_http://web-harvest.sourceforge.net/ [Web-Harvest] .	o	['Bug']					67	366
1522	268129	268129:4	We have looked into several approaches; exposing the objects using JMX or JNDI, or using EJB3.	o	['Others']					96	106
2541	7358775	7358775:230	What I've done in these cases is to go for JIDE.	o	['Others']					50	72
898	326390	326390:46	Amazing that the bug has been marked Will Not Fix.	n	['OnlySentiment']					54	140
240	410890	410890:29	) See also the URL_http://c2.com/cgi/wiki?LawOfDemeter [Law-of-Demeter] , which says: Your method can call other methods in its class directly Your method can call methods on its own fields directly (but not on the fields' fields) When your method takes parameters, your method can call methods on those parameters directly.	p	['Community']					326	225
3085	338586	338586:74	Instead, Gson uses reflection to directly reference the fields.	o	['Security']					65	56
154	35785	35785:4	(it's under BSD license).	o	['Bug']					27	260
2511	7358775	7358775:200	My personal opinion: Go for Swing together with the NetBeans platform.	p	['Others']					72	73
2085	4706995	4706995:17	For example, URL_http://tynamo.org/tynamo-federatedaccounts+guide [ URL_http://tynamo.org/tynamo-federatedaccounts+guide ] will give you more support for federated logins in a tapestry application.	p	['Others']					199	86
378	922779	922779:51	You can, however, limit it to UNIX domain sockets, and write a proxy with SSL/SSH to let you have authenticated and encrypted external connections that are then proxied into the UNIX domain socket.	p	['Documentation']					199	196
444	395401	395401:39	Eclipse calls that function for any objects for which it does not have a hard-wired formatting.	o	['Documentation']					97	185
1367	5571519	5571519:34	are good tools for this.	p	['Others']					26	113
1702	3451935	3451935:88	A document database has a very simple storage model and basic query abilities.	o	['Others']					80	100
4503	309424	309424:211	CODESNIPPET_JAVA1 .	o	[u'Usability']					21	4
1926	408820	408820:52	It used to be relevant... 10 years ago.	o	['Others']					41	91
1599	268129	268129:81	Unlike all the other solutions presented thus far, it is designed explicitly for state sharing which is what you asked for.	o	['Others']					125	103
1443	4991084	4991084:35	A simple role-based configuration will take at least 140 lines of cryptic XML configuration...	n	['Others']					96	110
1760	5802639	5802639:11	Most NoSQL data stores don't support the concept of a composite primary key - and some of them won't allow you unique columns in the first place.	o	['Others']					147	97
2234	333690	333690:67	It should help you.	o	['Others']					21	81
3248	1688099	1688099:51	The XStream library also supports JSON: URL_http://xstream.codehaus.org/json- tutorial.html [ URL_http://xstream.codehaus.org/json-tutorial.html ] .	p	['Usability']					150	52
3119	338586	338586:108	user268098: I think most Java JSON handling libraries have issues with cyclic dependencies, and most have some ways to either exclude just references, or handle them with annotations (I added an answer in the other question to point out one way to do that with Jackson).	o	['Usability', 'Others']					272	55
876	326390	326390:24	The utility of Java 7 safely simplifies the code, and the old answer, which used a mapped byte buffer, prevented the file that was read from being deleted until the mapped buffer was garbage collected.	p	['OnlySentiment']					203	141
3346	13498349	13498349:17	Then you can use the objectMapper from the library to go from an array that you have in memory to a json String like so CODESNIPPET_JAVA2 .	p	['Usability']					141	49
364	922779	922779:37	However, it will only take you a few minutes to throw it together yourself.	o	['Documentation', 'Usability']					77	199
959	326390	326390:107	Forgive me for reviving a comment this old, but did you mean to pass in a String object called file, or should that be a File object instead?	o	['Others']					145	136
2560	5905334	5905334:5	I wasn't sure if this was threadsafe or not, and if not, how to fix the problem.	o	['Others']					82	71
2868	483379	483379:45	Perhaps you should be more specific next time.	n	['Performance']					48	62
474	1728020	1728020:18	The client should be programmed to open a new connection.	o	['Documentation']					59	179
2867	483379	483379:44	I can only work with the information you give me.	o	['Performance']					51	62
2455	7358775	7358775:144	In my experience, more effort goes into code than into documentation.	n	['Others']					71	74
3067	338586	338586:56	@Johan What would be more reasonable performance and what other libraries deliver?	o	['Security']					84	57
3639	309424	309424:134	Also, readLine does not distinguish between \n and \r, so you cannot reproduce the exact stream again.	n	['Usability']					104	41
1133	49473	49473:1	Is Bouncy Castle API Thread Safe?	o	['Others']					35	125
3265	1688099	1688099:68	CODESNIPPET_JAVA1 .	o	['Usability']					21	52
3003	1229273	1229273:44	My choice is Glassfish: it is faster to start-up, to deploy web applications.the Admin console is very accurate, moreover it is both graphical and command-line.Now it is fully-supported by Oracle, its future is not uncertain any more.It is based upon OSGi: it is really modular.You can install Spring-osgi applications easly.You can freely choice between Eclipse Link , Apache Open JPA and Hibernate without pain.It is greatly integrated in NetBeans (and, of course, Eclipse).	n	['Security']					478	59
2197	333690	333690:30	But one thing that should help you specifically is that one of the later chapters of the book contains overviews of several RESTful frameworks, including Restlet.	o	['Others']					164	82
3110	338586	338586:99	I don't understand why it's done the way it's done in Jackson.	o	['Usability', 'Legal']					64	56
1806	5304919	5304919:17	AppScale is open source and lets you run your GAE app on EC2 or your own cluster.	p	['Others']		support suggestion			83	96
1663	3451935	3451935:49	The question is superfluous....	p	['Others']					33	101
536	5415111	5415111:22	URL_https://www.eclipse.org/jetty/documentation/current/http-client.html .	o	['Documentation']					76	171
1201	992019	992019:49	URL_http://www.ietf.org/rfc/rfc2898.txt .	o	['Others']					43	121
1640	3451935	3451935:26	Just want to see if there are any suggestions that I may not have found while googling.	o	['Others']					89	102
3769	312552	312552:22	No knowledge of costs though.	n	['Usability']					31	37
1558	268129	268129:40	This looks quite interesting, I'll give EJB a shot today.	p	['Others']					59	105
2153	8938752	8938752:51	i agree that we can do the same thing by implementing servlets and then parse the url and then implement the basic logic.	p	['Others']					123	84
3537	309424	309424:32	 Thanks to a suggestion from URL_http://stackoverflow.com/users/101272/patrick [Patrick] , made the function more robust when handling an empty input stream.	n	['Usability']					159	43
2336	7358775	7358775:25	(why not?	o	['Others']					11	78
3816	5620985	5620985:32	You can for example describe the query as a subquery and then serialize it via the SQLSerializer URL_http://www.querydsl.com/static/querydsl/2.9.0/apidocs/com/my sema/query/sql/SQLSerializer.html#serialize%28com.mysema.query.QueryMetadata,% 20boolean%29 If you want a more convenient way to get the SQL String and bindings for a Querydsl SQL query, just create a ticket for it and provide a suggestion how it should/could look like.	n	['Usability']					434	35
1458	4991084	4991084:50	I have yet to figureout how to setup permissions, that I can assign to roles/groups/users in spring security- (I think ACL may be the solution).	o	['Others']		clarification			146	109
1333	4644625	4644625:14	URL_http://lucene.apache.org/java/docs/index.html [ URL_http://lucene.apache.org/java/docs/index.html ] .	o	['Others']					107	115
1204	992019	992019:52	If you were storing encrypted data in a database using the method above, would you store the ciphertext (blob) and the iv (char) in the database, and the password and salts would be supplied to the client application by the user or in the application's configuration files?	o	['Others']		support suggestion			275	121
2914	4097567	4097567:26	Many thanks, Option 1 (which seems more elegant) worked for me with Hibernate 3.6.0.Final and JBoss 4.2.1.GA.	p	['Portability']					111	61
54	2129375	2129375:28	It should be DOM based.	o	['Bug']					25	333
375	922779	922779:48	One of our infrastructure folks noted that binding to loopback limits access to those with rights on the machine in question -- perhaps a bit broad for some applications.	p	['Documentation', 'Usability']					172	196
2861	483379	483379:38	There are 2 bug reports filed with Axis URL_https://issues.apache.org/jira/browse/AXIS-2698 [AXIS-2698] URL_https://issues.apache.org/jira/browse/AXIS-2749 [AXIS-2749] See also URL_https://issues.apache.org/jira/browse/AXIS-1771 [AXIS-1771] , it has some interesting information regarding deserialization and ways to mediate its impact.	o	['Performance']		explain			338	63
2893	4097567	4097567:5	I've also tried: CODESNIPPET_JAVA2 .	o	['Performance']		explain			38	62
107	5059224	5059224:23	Write document: CODESNIPPET_JAVA4 .	o	['Bug']					37	284
3105	338586	338586:94	I second that, Jackson is a wonderful piece of work- much more efficient.	n	['Usability', 'Community']					75	56
2033	20639844	20639844:36	Looking at the docs, we can see that Dropwizard supports a standalone OAuth2 implementation: URL_http://dropwizard.codahale.com/manual/auth/#oauth2 [ URL_http://dropwizard.codahale.com/manual/auth /#oauth2] OAuth2 has several advantages, many of which can be read about here: URL_http://stackoverflow.com/questions/7561631/oauth-2-0-benefits-and-use- cases-why [OAuth-2.0:-Benefits-and-use-cases-why?]	o	['Others']					403	88
2243	333690	333690:76	See my new edits in my post.	n	['Others']					30	81
1245	992019	992019:93	I see you've graciously offered to do that below, so I'll wait and see.	n	['Others']					73	119
524	5415111	5415111:10	This is for server-side use, I'm mostly interested in performance for many concurrent gets and large file transfers.	o	['Documentation']					118	172
165	35785	35785:15	Not true, I doesn't require.	n	['Bug']					30	253
4482	309424	309424:190	If you were feeling adventurous, you could mix Scala and Java and end up with this: CODESNIPPET_JAVA1 .	p	[u'Usability']					105	4
3302	9503477	9503477:15	Jersey can serialize POJOs to JSON without any annotations using Jackson.	p	['Usability']					75	51
2701	26458	26458:137	I hope one day we will have a tool that rivals Visual Studio on this aspect.	p	['Performance']					78	67
852	2356137	2356137:90	So, using the BufferedInputStreamReader is a much better in this like case.	o	['OnlySentiment']					77	143
2697	26458	26458:133	Another often happening case is that, for example, a panel should only contain some components depending on some condition.	n	['Performance']					125	67
3935	462566	462566:11	And my last question.	o	['Usability']					23	31
2286	221442	221442:40	XML generators are trivially simple.	p	['Others']					38	79
2864	483379	483379:41	Damn, people around here are getting used to newbie questions and don't expect any better.	n	['Performance']					92	62
3142	338586	338586:131	I have no personal experience with the following approach,but it could make sense to consider: URL_http://xstream.codehaus.org/index.html [XStream] (xml <-> java data binding) with URL_http://jettison.codehaus.org/ [Jettison] driver (xml<->json mapper), more details are available URL_http://xstream.codehaus.org/json- tutorial.html [here] .	o	['Usability']					343	55
804	2356137	2356137:42	If it's text data and you need to split it along linebreaks, then using CODETERM3 is OK (assuming the file contains lines of a sensible lenght).	p	['OnlySentiment']					146	146
884	326390	326390:32	Many concrete Channels implement both of these interfaces, so one object is bi-directional.	o	['OnlySentiment']					93	141
1910	408820	408820:36	Just forget about both.	n	['Others']					25	92
156	35785	35785:6	Very useful, it can have problems on complecated tree structures such as JGraph with non string node objects though.	p	['Bug']					118	259
3932	462566	462566:8	) For Spring I guess I need some kind of configuration file for the Apache Commons logging component as well where I direct it to use log4j?	o	['Usability']					142	31
3292	9503477	9503477:5	You can see this, for example, in the requirement that POJO objects need to be annotated with @XmlRootElement even though nothing I am doing involves XML.	o	['Usability']					156	51
2353	7358775	7358775:42	Very powerful, widely used and accepted.	p	['Others']					42	77
4488	309424	309424:196	here s is your InputStream object which will get convert into String :) .	o	[u'Usability']					75	4
2041	20639844	20639844:44	After loading the project, look for URL_https://github.com/gary- rowe/MultiBitMerchant/blob/develop/mbm-client/src/main/java/org/multibit/mbm/c lient/interfaces/rest/auth/webform/WebFormClientAuthenticator.java [CODETERM1] which will get you in the right area.	o	['Others']					262	88
4172	1802915	1802915:57	this will return abcde.	o	['Usability']					25	21
3618	309424	309424:113	@coolcfan - I do agree with you on that point.	n	['Usability']					48	41
2636	26458	26458:72	You know how to do this by editing the un-editable source code but may waste time trying to figure out how to do the same thing in the GUI builder.	o	['Performance', 'Usability']					149	69
2679	26458	26458:115	But because IBM has its own SWT package for GUI, I am not sure whether it support Swing.	o	['Performance']					90	68
3146	338586	338586:135	I found XSteam useful when converting Objects back and forth between Java & XML or JSON with the Jettison driver.	o	['Usability']					115	55
920	326390	326390:68	If you do have Commons IO or [Guava]( URL_http://stackoverflow.com/a/2224519/56285 ) in your project, then use that (just for code simplicity; otherwise there likely won't be a noticeable difference).	p	['OnlySentiment']					202	139
1684	3451935	3451935:70	Developed by Facebook but now under Apache.	n	['Others']					45	100
955	326390	326390:103	Which one is that code?	o	['Others']					27	136
2601	26458	26458:37	For me, the best visual swing editor is URL_http://www.jformdesigner.com [JFormDesigner] , which you can run standalone or as a plugin for Intellij and Eclipse.	o	['Performance', 'Usability']					162	70
155	35785	35785:5	We used it in one of our project to replace the plain old java-serialization and it worked almost out of the box.	p	['Bug']					115	260
3620	309424	309424:115	Many times, good enough is good enough.	p	['Usability']					41	41
2836	483379	483379:13	Can someone tell me what the recorder is used for?	o	['Performance']					52	63
2065	2476239	2476239:18	- You can take an iris snap from you camera phone.	o	['Others']					52	87
4232	2971315	2971315:46	Another alternative, is to create a CODETERM25 implemenation by sub- classing CODETERM26 , and adding counters to track the number of characters on every CODETERM27 and other mutation operations of the list, then override CODETERM28 to create a CODETERM29 of the exact size you need and loop through the list and build the output, you can even make that CODETERM30 an instance variable and 'cache' the results of CODETERM31 and only have to re-generate it when something changes.	o	['Usability']					481	21
3756	312552	312552:9	At this writing, this answer has the most upvotes, and ought to have the current correct answer in it, so I have updated it accordingly.	p	['Usability']					138	37
2369	7358775	7358775:58	It uses native components, so it will only look as beautiful or ugly as the other components generally seen in that OS.	o	['Others']					121	77
1070	1522143	1522143:27	Thx.	o	['Others']					6	128
769	2356137	2356137:7	To save memory, do not unnecessarily store/duplicate the data in memory (i.e.	n	['OnlySentiment']					79	149
3220	1688099	1688099:23	So code could be simplified slightly.	n	['Usability']					39	53
3538	309424	309424:33	 more edit:** nixed try/catch, Patrick's way is more laconic.	o	['Usability']		clarification			63	43
4511	309424	309424:219	From the javadocs: Note that while some implementations of InputStream will return the total number of bytes in the stream, many will not.	n	[u'Usability']					140	4
3258	1688099	1688099:61	Well, json.org default lib is rather rudimentary.	n	['Usability']					51	52
902	326390	326390:50	I tried reading an exe file using this method with default charset, append some data in it and again make it an exe, But it corrupted the exe, Any thoughts ?	n	['OnlySentiment']		alternative choices			159	140
1603	268129	268129:85	The other option is to use some form of shared cache architecture... which will synchronize object changes between the servers, but you still have two sets of instances.	o	['Others']					171	103
1330	4644625	4644625:11	If you are going to build ontology-based search engine**, I recommend you reading URL_http://www.springerlink.com/content/462t8871w5255l13/ [this] paper on ontology-based interpretation of keywords, that shows some tendencies in user's habits ( URL_http://videolectures.net/iswc07_tran_obi/ [video-version] ).	o	['Others']					311	115
795	2356137	2356137:33	If the files are actually also stored in the DB, then this may be memory hogging as wel.	p	['OnlySentiment']					90	147
225	410890	410890:14	I'm glad I got good answers to both questions, but it makes it rather hard to chose which answer to accept.	n	['Community']					109	227
3070	338586	338586:59	I've used URL_http://json-lib.sourceforge.net/ [JSONLib] , URL_http://flexjson.sourceforge.net/ [FlexJSON] and URL_http://code.google.com/p/google-gson/ [Gson] all with great success.	p	['Security']					185	57
184	35785	35785:34	The only drawback I noticed is that I can't create object's id on my own for cross referencing.	n	['Community']	User-to-author				97	245
988	326390	326390:136	CODESNIPPET_JAVA1 .	o	['Others']					21	134
1138	49473	49473:6	So tread safety is essential here.	o	['Others']					36	125
2104	8938752	8938752:2	I know there are a few questions regarding the libraries you can use to do RESTful services in Java, but what is the value in using them against vanilla implementations.	o	['Others']		suggestion			171	86
2442	7358775	7358775:131	There is a URL_http://docs.oracle.com/javafx/2/webview/jfxpub-webview.htm [webkit-based-component-to-display-HTML] .	o	['Others']					118	75
1939	408820	408820:65	 1.	p	['Others']					5	91
1364	5571519	5571519:31	This may not be a satisfactory answer to your question, still: You might want to evaluate existing service providers for the task and either include their product or integrate one via web services.	p	['Others']		suggestion			199	113
1902	408820	408820:28	Sure.	o	['Others']					7	92
2869	483379	483379:46	Anyway, what is the content of the objects in the SAX2EventRecorder?	o	['Performance']					70	62
1717	3451935	3451935:103	It would also provide robust security and potential scalability as well.	n	['Others']					74	99
3844	5620985	5620985:60	this doesn't generate SQL and is a nightmare to debug when it doesn't follow the rule of least astonishment ( doesn't work as expected ).	p	['Usability']					139	34
3808	5620985	5620985:24	Both are quite good but I prefer the latter.	p	['Usability']					46	36
2372	7358775	7358775:61	E.G.	o	['Others']					6	77
1677	3451935	3451935:63	+1 for neo4j.	p	['Others']					15	101
3189	338586	338586:178	I will add one more tip for excelent JSON<->JAVA binding lib PoJSON, it is written specifically for the URL_http://netbeans.org [NetBeans-IDE] (by Petr Hrebejk) and thus it is used in production on large project.	p	['Usability']					214	54
1013	326390	326390:161	CODESNIPPET_JAVA1 .	p	['Others']		support suggestion	plan to use		21	132
3759	312552	312552:12	Or DDLFormatter, which will a) Insert newline after each comma; b) Indent three spaces after each inserted newline;.	o	['Usability']					118	37
1951	408820	408820:77	Swing requires javax.swing package .	p	['Others']					38	91
2199	333690	333690:32	Funnily enough I have just ordered RESTful Web Services on Amazon before I read your post.	o	['Others']		suggestion			92	82
3601	309424	309424:96	This solution uses multibyte characters.	o	['Usability']					42	42
3216	1688099	1688099:19	Thanks BalusC, I used Gson and the concept is quite simple to grasp.	p	['Usability']					70	53
805	2356137	2356137:43	Regarding memory, there shouldn't be any problem if you use a decently sized buffer (I'd use at least 1MB to make sure the HD is doing mostly sequential reading and writing).	p	['OnlySentiment']					176	146
4317	309424	309424:25	Here's a way using only standard Java library (note that the stream is not closed, YMMV).	o	['Usability']					91	16
496	1728020	1728020:40	I created an example app using Comet, Raphael, Bayeux, Java and Maven running PaaS Cloudbees and wrote a blog post about it, hopefully it will be helpful to someone.	o	['Documentation']					167	177
3148	338586	338586:137	Isn't this a little perverse?	p	['Usability']					31	55
196	12399462	12399462:4	If I use document.write I don't see any output.	o	['Community']					49	240
4199	2971315	2971315:13	 You use URL_http://java.sun.com/javase/6/docs/api/java/lang/StringBuilder.html [CODETERM3] when you need to create a mutable character sequence, usually to concatenate several character sequences together.	o	['Usability']					208	21
11	15936368	15936368:14	And more importantly try surrounding the element name with ''.	o	['Bug', 'Usability']					64	522
4186	3581741	3581741:14	this topic, and your answer, have nothing to do with WriteLine...	n	['Usability']					67	21
3723	309424	309424:218	:EOF .	o	['Usability']					8	38
3643	309424	309424:138	Note that the second parameter (i.e.	o	['Usability']		suggestion			38	41
1854	5828625	5828625:15	Oh!	o	['Others']					5	94
471	1728020	1728020:15	Unless your clients are real servers (in which case you're really the client), have them contact you and send a response to mimic push.	o	['Documentation']					137	181
1043	326390	326390:191	Joking aside, I've NEVER had a problem with it so I'm just going to wave my hands like I just don't care (because I don't).	o	['Others']					125	130
2370	7358775	7358775:59	Or to put that another way, it would look much like the equivalent Swing components when they are set to the native PLAF.	o	['Others']					123	77
1946	408820	408820:72	AWT occupies more memory space2 .	n	['Others']					35	91
3288	9503477	9503477:1	A better alternative to Jersey/Jackson for building JSON REST APIs?	p	['Usability']					69	51
